rank,cluster_id,question
1,4,"조직(예 : 학교, 동아리, 가족 등)의 구성원으로서 갈등이 있었던 상황을 설명하고, 원인, 대처방안, 현재 시점에서의 판단을 구체적으로 기술하시오."
2,4,활발하게 활동하는 외부 개발 커뮤니티가 있다면 서술하여 주십시오.
3,4,지원자는 업무를 수행함에 있어 동료들과 협력적으로 수행하는 사람임을 가장 잘 보여주는 사례를 구체적으로 작성해 주시기 바랍니다.
4,4,"협업을 하는 과정에서 구성원 간 갈등 상황 등 어려웠던 사례를 기술하고, 이를 해결하기 위한 노력과 그런 경험에서 무엇을 느꼈는지 작성해 주십시오."
5,4,[조직 이해] 조직에서 추구하는 방향이나 궁극적인 목표 등을 공유함으로써 팀원들과 공동의 목표로 일을 추진한 경험이 있습니까? 당시 지원자가 취한 행동과 그 결과를 중심으로 기술해 주십시오.
6,4,"새로운 조직, 단체에서 빠르게 적응하기 위해 노력한 경험은 무엇이며, 빠르게 적응할 수 있는 본인만의 효과적인 방법은 무엇인지 기술해 주십시오."
7,4,"타인과의 인간관계, 타인과의 협업 경험 중 가장 힘들었던 사례를 제시하고, 그 원인과 해결 노력 등에 대해 기술하시오."
8,4,"본인의 성격을 간단히 소개하고 그러한 성격을 적극적으로 활용 또는 극복하여 다른 사람들과 협업했던 경험(프로젝트, 업무 등)을 기술하여 주십시오. 또한 성공적인 협업을 위해서 가장 중요한 조건과 그 이유에 대한 본인의 의견을 기술하여 주십시오."
9,4,학교생활 혹은 사회생활 중 발생한 문제 상황에서 적극적으로 의견 제시를 하여 문제를 해결한 경험이 있다면 작성해 주십시오. (350~500자 이내)
10,4,본인의 경험 중에 구성원과 협력을 통해 문제를 해결했던 경험과 자신과 반대되는 타인의 의견을 수용했던 경험을 말씀해 주세요. (1500바이트 이내)
11,4,"다른 사람들과 함께 일을 했던 경험에 대해 설명하고, 그 경험 속에서 팀워크 형성과 협업을 이루기 위해 어떠한 노력을 하였는지 서술해 주십시오. (대인관계 능력) (500자 이내)"
12,4,"조직(회사, 학회, 동아리, 프로젝트 등)에서 시간과 일정을 효율적으로 관리하여 주어진 업무나 과제를 효과적으로 해결했던 경험을 기술해 주십시오. (500자 이내)"
13,4,"정직, 남을 위한 봉사, 규칙 준수 등 윤리적인 행동으로 좋은 결과를 얻었던 경험을 아래 세부 항목에 따라 구체적으로 작성해 주십시오."
14,4,"집단(학교, 회사, 동아리, 동호회 등)의 원만한 화합, 또는 공동의 목표 달성을 위해 남들보다 더 많이 노력하고 헌신했던 경험을 아래 세부 항목에 따라 구체적으로 작성해 주십시오."
15,4,"단체(학교, 회사, 동아리, 동호회 등)에서 대화나 토론을 통해 상호 입장과 상황을 정확히 이해함으로써 건설적으로 문제를 해결해 본 경험에 대해 아래 세부 항목에 따라 작성해 주십시오."
16,4,"집단(학교, 회사, 동아리, 동호회 등)에서 기존보다 더 나은 성과를 창출하기 위해 적극적으로 새로운 방법을 시도하고 성과를 낸 경험에 대해 작성해 주십시오."
17,4,"집단(학교, 회사, 동아리, 동호회 등)에서 집단 내 구성원들의 입장 차이를 이해하고, 이를 중재하기 위해 노력하여 건설적으로 해결한 경험에 대해 작성해 주십시오."
18,4,"지역사회참여, 사회봉사, 공공활동 등 사회 공공의 가치 실현을 위해 활동했던 경험을 구체적으로 작성해 주십시오."
19,4,다른 사람을 배려하고 협업하여 성취한 본인만의 사례를 한 가지 소개해 주세요.
20,4,"*[의사소통 능력] 지원자의 메시지 전달 능력, 타인 메시지 이해 능력을 활용하여 상호 간 만족스러운 의사소통을 진행했던 경험에 대해 작성해 주십시오."
21,4,다양한 환경 변화에 적응한 경험과 다른 사람의 신뢰를 얻은 경험을 서술해 주세요.
22,4,"타인과의 협업 경험 중 가장 의미 있었던 사례를 제시하고, 그 과정에서 본인이 노력한 부분과 그 경험이 본인의 가치관 형성에 미친 영향에 대하여 기술하여 주시기 바랍니다."
23,4,"본인이 속한 집단 내에서 의견 충돌이나 갈등 경험을 소개하고, 해결 과정에 대해 기술하시오."
24,4,"공동의 목표 달성을 위한 협업 경험을 본인이 수행한 역할 중심으로 설명하고, 그 경험을 통해 무엇을 얻었는지 기술해 주십시오."
25,4,타인과 협업하는 과정에서 본인이 가장 중요하다고 생각하는 덕목과 그 이유를 실제 경험과 함께 서술하시오. 493 / 500 자
26,4,"[솔선수범] 관리, 감독 없이도 스스로 업무를 처리하며 남들이 꺼리는 업무나 궂은일도 주도적으로 나서서 해결한다. (A, B 중 택 1) A. 자신이 공동 목표 달성을 하는 과정에서 솔선수범하는 사람임을 입증할 수 있는 사례(경험)와 그 근거를 구체적으로 작성해 주시기 바랍니다. B. 소속 조직을 위해 주도적으로 나서서 문제를 해결하기 위해 노력했던 경험에 대해 구체적으로 작성해 주시기 바랍니다."
27,4,"조직 내에서 변화를 주도했던 경험을 (가), (나)에 맞춰 기술해 주시기 바랍니다. (가) 당시 진행했던 업무에 대해서 간략히 기술 (나) (가)로 인해 조직에 생긴 변화는 무엇이며, 한국동서발전에서 어떻게 활용될 수 있는지 기술 (모든 답변 500자 이내)"
28,4,"본인이 속한 조직의 위기 또는 갈등 상황을 협력하여 극복한 경험을 (가), (나)에 맞춰 기술해 주시기 바랍니다. (가) 당시의 위기 또는 갈등 상황에 대해 간략히 기술 (나) 위기 또는 갈등 상황이 발생했을 당시 본인이 어떻게 협력을 이끌어내 상황을 해결했는지에 대해 기술"
29,4,"공공의 이익을 위해 자발적으로 노력한 경험에 대해 아래 (가), (나)의 내용에 맞춰 기술해 주시기 바랍니다. (가) 본인이 공공의 이익을 위해 노력하게 된 계기에 대해 기술 (나) 본인의 활동이 사회나 공동체에 어떠한 기여가 되는지 기술"
30,4,학교 정규 과정 이외에 개발 참여 경험이 있다면 소개해 주세요.
31,4,본인의 경험 중 다양한 배경과 생각을 가진 사람들과 의견을 조율하여 문제를 해결한 경험에 대해 기술해 주시기 바랍니다.
32,4,공동의 목표 달성을 위한 협업 경험을 본인이 수행한 역할 중심으로 기술해 주십시오. 700자
33,4,"가치관이 다른 구성원들과 협업했던 과정에서 본인의 역할은 무엇이었는지, 그 경험을 통해 어떤 역량이 향상되었는지 기술해 주십시오."
34,4,지금까지 살아오면서 타인 또는 공동체를 위해 노력한 경험과 이를 통해 배운 점을 기술해 주시기 바랍니다. [공동체를 위한 솔선수범]
35,4,"본인이 참여한 팀 활동 중 가장 기억에 남는 사례를 기술해 주세요. 각 팀원들의 역할, 과정에서 의견조율 등 어려웠던 점과 그를 극복하기 위해 어떤 노력을 기울였는지 등을 포함해 구체적으로 작성하여 주시기 바랍니다."
36,4,다른 사람과 함께 목표를 달성하기 위해 노력했던 경험과 본인의 역할에 대해 구체적으로 기술해주시기 바랍니다.
37,4,"팀워크 역량- 팀워크를 발휘하여 계획한 목표를 달성한 경험 Guide> 공동의 목표를 설정하게 된 계기, 기간, 참여한 인원 및 본인의 역할, 목표 달성을 위해 수립한 구체적인 계획 및 실행여부, 목표 대비 달성한 수준, 그 과정 속에서 갈등 및 문제점 그리고 해결과정, 그 과정 속에서 본인이 배우고 느낀 점을 포함하면 좋습니다. (1000자)"
38,4,"소속 집단에 공동의 업무가 부여되었을 때, 본인이 생각하는 합리적인 업무 배분 방식을 서술하고 그 이유를 제시해주십시오. (400자 이상 1,000자 이내) 749 / 1000 자"
39,4,"타인 또는 타집단과의 갈등으로 인하여 불편을 겪었던 사례를 설명하고, 이때 본인의 대응에 대하여 기술해주십시오. (400자 이상 1,000자 이내) 728 / 1000 자"
40,4,"최근 사회 및 조직에서 한정된 자원을 두고 세대간ㆍ집단간 경쟁하거나 갈등을 겪는 사례가 많습니다. 이러한 사례를 한가지 들고 어떠한 방법으로 갈등을 최소화하고 또한 해결 할 수 있을지 본인의 생각을 구체적으로 서술해 주시기 바랍니다. (1,200자)"
41,4,학교나 회사와 같은 조직에서 적극적 소통을 통해 갈등관계에 있던 상대방으로부터 협력을 이끌어낸 경험에 대해 기술해 주십시오. (500자)
42,4,"팀이나 조직에서 다른 사람과 팀웍을 이루어 성과를 이뤄낸 경험에 대해 작성하여 주십시오. (1,000자)"
43,4,"재단 핵심가치-책임, 직업기초능력-문제해결능력/자원관리능력/ 동아리, 인턴 등 귀하가 속한 조직에서 당면한 어려움 가운데 자신만의 시간, 자원 등을 활용하여 새로운 아이디어를 가지고 문제 상황을 극복한 경험이 있다면 기술해 주십시오."
44,4,"재단 핵심가치-상생, 직업기초능력-의사소통능력/대인관계능력/ 격렬한 논의나 열띤 토론에 참여 또는 진행하는 자리에서 효과적인 소통과 성공적으로 마무리한 경험이 있다면 기술해 주십시오."
45,4,"학교, 동아리 등 소속 집단에서 공동의 성과창출을 위해 본인이 특별히 기여했던 경험과 성과 창출 과정에서 갈등 상황을 해결하기 위해 본인이 남다르게 기울였던 노력을 구체적으로 기술하여 주십시오."
46,4,서로에 대한 이해를 바탕으로 타인과 소통하고 협업했던 경험을 서술하여 주십시오.
47,4,공동의 목표달성을 위해 협업을 진행한 사례에 대하여 자신의 역할 과 기여 중심으로 서술해주세요. (800자)
48,4,"혼자 하기 어려운 일에서 다양한 자원 활용, 타인의 협력을 최대한으로 이끌어 내며, Teamwork를 발휘하여 공동의 목표 달성에 기여한 경험에 대해 서술해 주십시오. 및 역할/ 혼자 하기 어렵다고 판단한 이유/ 목표 설정 과정/ 자원(예. 사람, 자료 등) 활용 계획 및 행동/ 구성원들의 참여도 및 의견 차이/ 그에 대한 대응 및 협조를 이끌어 내기 위한 구체적 행동/ 목표 달성 정도 및 본인의 기여도/ 경험의 진실성을 증명할 수 있는 근거가 잘 드러나도록 기술) (700~1000 자 10 단락 이내)"
49,4,"타인 또는 타집단과의 갈등으로 인하여 불편을 겪었던 사례를 설명하고, 이때 본인의 대응에 대하여 기술해주십시오. (400자 이상 1,000자 이내)"
50,4,특기사항 및 단체활동 경험
51,4,"사회경험 중 가장 힘들었던 대인관계에 대한 사례와 이를 해결하기 위하여 본인이 노력한 점에 대해 구체적으로 기술하여 주십시오.가능한 지원분야 해당 직무와 연계하여 기술하며, 이해관계자의 인적정보 등은 제외하여 서술하되 구체적으로 기술하여 주십시오."
52,4,"타인과 긴밀하게 소통하여 공동의 목표를 달성한 경험을, 본인의 역할 중심으로 기술하시오."
