rank,cluster_id,question,noun_form
1,1,백엔드 개발자로서 역량 향상을 위해 어떤 노력을 했고 가장 중요시하는 부분이 무엇인지와 그 이유를 서술하여 주십시오.,백엔드 개발자로서 역량 향상 어떤 노력 했고 가장 중요시 부분 무엇인지 이유 서술
2,1,인생을 살아가면서 가장 중요하다고 생각하는 가치가 있다면 본인의 경험을 토대로 그 이유에 대해서 기재해 주세요.,인생 살아가면서 가장 중요하다고 생각 가치 있다면 본인 경험 토대 이유 기재해
3,1,"성장과정을 간략히 기술하되 현재 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시오.",성장과정 간략히 기술하되 현재 자신 가장 영향 끼친 사건 인물 포함 기술하
4,1,"본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다. (",본인 성장과정 간략히 기술하되 현재 자신 가장 영향 끼친 사건 인물 포함 기술하시기 바랍니다
5,1,"본인이 살아오면서 가장 열정적 또는 헌신적으로 몰두했던 일(학업, 구직활동 제외)은 무엇이었는지 설명하고, 해당 경험이 입사 이후 업무 수행에 어떠한 도움이 될 수 있는지 기술해 주십시오.",본인 살아오면서 가장 열정적 헌신적 몰두했던 무엇이었는지 설명 해당 경험 입사 이후 업무 수행 어떠한 도움 있는지 기술해
6,1,"한국무역보험공사 인재상 4가지(전문인, 국제인, 혁신인, 윤리인) 중에서 본인과 가장 부합하는 인재상과 본인이 가장 보완할 필요가 있다고 판단하는 인재상은 무엇인지, 그 이유를 본인의 경험, 노력 등 구체적인 근거를 들어 기술해 주십시오.",한국무역보험공사 인재상 4가지 본인 가장 부합 인재상 본인 가장 보완할 필요 있다고 판단 인재상 무엇인지 이유 본인 경험 노력 구체적인 근거 들어 기술해
7,1,"자신이 가장 중요하다고 생각하는 가치는 무엇이며, 그렇게 생각하는 이유에 대해 기술하시오.",자신 가장 중요하다고 생각 가치 무엇 그렇게 생각 이유 대해 기술하
8,1,"타인과의 인간관계, 타인과의 협업 경험 중 가장 힘들었던 사례를 제시하고, 그 원인과 해결 노력 등에 대해 기술하시오.",타인과 인간관계 타인과 협업 경험 가장 힘들었던 사례 제시 원인 해결 노력 대해 기술하
9,1,"인생관이나 진로에 가장 큰 영향을 미친 요인을 자신의 경험에 비추어 소개하고, 그로 인해 자신이 어떻게 변화하였는지 기술하시오.",인생관 진로 가장 영향 미친 요인 자신 경험 비추어 소개 인해 자신 어떻게 변화하였는지 기술하
10,1,"본인이 가장 관심을 가지고 있는 경제 이슈를 하나 제시하고, 해당 이슈와 관련하여 한국은행이 중앙은행으로서 어떻게 기여할 수 있을지에 대해 기술하시오.",본인 가장 관심 가지고 경제 이슈 제시 해당 이슈 관련 한국은행 중앙은행으로서 어떻게 기여할 있을지 대해 기술하
11,1,"현장 근무 시 가장 걱정되는 부분이 있다면 말씀해 주시고, 그 어려움을 극복하기 위한 본인만의 노하우가 있다면 기재 바랍니다. (1500바이트 이내)",현장 근무 가장 걱정되 부분 있다면 말씀해 주시고 어려움 극복하기 본인만 노하우 있다면 기재 바랍니다
12,1,KT의 핵심가치 중 자신에게 가장 부합하는 것을 선택하고 그 이유를 구체적인 사례와 함께 기술해 주십시오. (800자 이내),KT 핵심가치 자신 가장 부합 선택 이유 구체적인 사례 기술해
